index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
145,CTNND2,4,-2.21765369359,-0.424611569648,0.348907739487,0.009981520259,1.08692983337,0.719926073823,0.925885125043,-0.471606718373,0.0222416896354
146,ERCC6,4,-2.04664272485,-0.170562211064,-0.846386106664,-0.34702258936,0.964382316648,0.848278438477,0.842877465068,-0.00991974226701,0.764995154008
147,F10,4,-2.19133207442,-0.0951685908048,-0.420613774801,1.29050529051,-0.121016607351,-0.147095657991,0.0770999053197,0.882031021841,0.725590487697
148,FOXG1,4,-0.932325007819,-0.967306128256,-0.989811958304,0.557172963926,1.93331575755,0.285233160335,-0.603478070672,-0.123312460131,0.840511743366
149,IGFBPL1,4,-1.79680591956,-0.946261046107,-0.283265003199,1.50561741816,0.147774816492,0.045927405382,0.956479868727,0.695907020601,-0.325374560492
150,KATNAL1,4,-1.32931039015,-1.1296475495,-0.937721516853,-0.0161589805655,-0.0722822950056,1.01255054549,1.50829190009,0.873868287304,0.0904099991903
151,LIG4,4,-1.74866427213,-1.1587952098,-0.2386191539,0.0468796376901,0.28125028819,1.46512701267,0.977882735661,0.56693422162,-0.191995259998
152,MSX2,4,-2.09882454727,-0.469572847107,-0.0862609034943,1.39523979315,0.603151135788,0.537346739976,-0.670544928673,0.4517879754,0.337677582232
153,SIX3,4,-1.62600917712,-1.45407062477,-0.606305565977,0.687426327439,0.729276571466,0.0971960419241,1.1378578208,0.640544563404,0.394084042824
154,SLC9A6,4,-1.79787705686,-0.479915852788,-0.450796344911,-0.519233176731,-0.541519109368,0.801098006329,1.31469926767,0.818223628503,0.855320638159
155,SNCA,4,-1.65815888911,-1.44083608327,1.20316781414,1.26340492411,0.283645542446,0.0424950779132,0.111401953909,0.189731830383,0.00514782947734
156,TF,4,-1.64134624531,-1.13499110626,-0.831523324623,0.627335807862,-0.0757493336404,1.08567811574,0.461599839327,0.30910377249,1.19989247441
157,TUBA1A,4,-1.97727168229,-1.03576040077,-0.330696350446,-0.0305978287288,0.649030851662,0.756703008571,1.29845555466,0.373355296229,0.296781551112
158,CA2,5,-1.36878462024,-1.26934076794,-0.505258386416,-0.314165131813,-0.0108151656339,0.134034424483,0.590878479096,1.24775949521,1.49569167325
159,CEP164,5,-1.47962568475,-0.316177015645,-1.33126657574,1.09966588576,0.238836487038,-0.659905121314,0.421800703901,1.06369626078,0.962975059973
160,CHD3,5,-1.17157514256,-1.01666559333,-1.02013662377,-0.621002385726,0.0944431601819,0.391023678503,1.3351857957,0.683857999728,1.32486911126
161,COG7,5,-1.2829523863,-1.08737122773,-0.760875244558,0.535975198436,-0.394693999116,-0.134755656801,0.419354846111,1.7375498023,0.967768667655
162,IGFALS,5,-1.69755000532,-0.897812611626,-1.11899790407,0.857485496444,0.204399832507,0.214511532882,0.436580175926,1.148431623,0.852951860261
163,KIF26B,5,-1.28740182676,-1.26203689946,-0.776396954671,-0.0647569064266,0.3945711295,0.215533417482,0.184974249066,0.779022238364,1.8164915529
164,MECP2,5,-1.9708548143,-0.639216277383,-0.326161972564,-0.31272147516,-0.129708200423,0.408369314803,1.02422275614,0.539019202576,1.40705146631
165,MYO16,5,-1.3443404011,-1.2522655941,-0.888316111794,0.226709178367,-0.249591252478,0.301392295812,0.70304877121,1.21135118818,1.29201192591
166,POMT1,5,-1.8227576711,-0.311720786192,-0.91706972333,0.69913606133,-0.350317577059,-0.283941857666,1.02647399828,0.789842328614,1.17035522712
167,POMT2,5,-0.915010986547,-1.47782968316,-1.32368840094,-0.114615094596,0.356157644269,0.801313628132,0.966080570684,1.01702526811,0.690567054053
168,STXBP1,5,-0.929121636529,-1.31056006781,-0.727978824914,-0.377452194053,-0.613755818975,0.781141513262,0.890890726896,0.724271832812,1.56256446931
169,TSEN34,5,-1.26249190116,-1.38471228415,-0.919946825339,0.232389780248,0.0570656044029,0.433743418714,0.544156966626,1.62757596552,0.672219275144
170,C3orf58,6,-0.4255131528,-0.938057526862,-1.05659100985,-0.952672808055,-0.377530193778,0.0443635888126,0.938682046143,1.55739503533,1.20992402106
171,EFCAB2,6,-0.749240017284,-1.18145873059,-0.946797005014,0.26109788973,-0.196469379725,-0.285102651173,0.098050356667,1.97374334848,1.02617618891
172,GLRA2,6,-0.763303689686,-0.733197576039,0.950045881547,-0.475437013814,-0.472505024828,-0.948931356472,-0.371646203003,0.894035172428,1.92093980987
173,HYDIN,6,-1.06602828166,-0.995635287729,-0.89596273871,-0.0394722735671,-0.184359809693,-0.276534265806,0.349187738283,1.59478165574,1.51402326314
